Compound name,Mass,RT,C18,1C18-Ani,1C18-Cat,C8,1C8-Ani,1C8-Cat,Ani1,Ani2,Ani3,2C18-Ani,2C8-Ani,2GP-Ani,2SH-Ani,Cat1,Cat2,Cat3,2C18-Cat,2C8-Cat,2GP-Cat,2SH-Cat,1SH-Ani,1SH-Cat,1GP-Ani,1GP-Cat
Cpd145,1076.642,21.59,,599177.6732,,,615681.6659,,,,,,,,,,,,,,,,721008.9027,434176.3882,234241.5935,485814.478
Cpd146,392.292,21.88,338049.0118,791688.1549,346684.8491,179330.2058,524857.6917,273475.6416,,,,,,,,,,70601.66365,,,148360.2197,,419140.4797,477840.5809,45976.79205,
Cpd147,2131.632,1.99,,,,16812.41614,14485.48673,13217.57238,,,,,,,,186215.9829,160116.1522,195119.8924,203160.4392,61299.89968,218295.4323,138196.6285,19656.38277,25994.40256,3166.436139,7020.754448
Cpd148,484.182,31.16,,,,,,,,,,,,,,,,,,,,,155426.7161,372919.3075,800070.1948,424827.066
Cpd149,1349.62,9.92,327609.9028,574043.8441,372694.0366,101547.9882,239399.3508,142618.1896,534714.4186,603983.5226,605779.8319,304054.4437,629511.8434,790800.288,475125.5457,65867.79773,60331.17552,120507.2021,,,51309.14122,,512677.514,251458.6503,,
Cpd150,589.337,21.6,7183908.597,5677336.214,6710082.436,7191098.122,6221207.638,7109400.551,,,,,,,,,108109.8525,166483.381,,,,,5640310.572,6722235.191,5556160.67,5925777.351
Cpd151,725.88,1.93,6790.882287,4577.738045,5954.342754,118511.1287,86589.31513,100801.3772,3396.457557,5284.054871,21293.55407,787.5742752,10121.18078,21115.77991,4803.844319,608891.4949,569434.2472,677207.1849,983951.4205,384029.034,803096.5908,533835.8527,112713.2923,147115.6388,20020.15106,41713.03684
Cpd152,501.286,21.03,410319.2917,499757.1318,359456.7679,394564.3592,491536.0128,,,,,,,,,,,,,,,,506976.9787,562889.7983,705458.741,552769.8577
Cpd153,804.192,25.97,638235.6761,1499209.964,1071196.348,502457.22,1672035.787,849660.2302,,,,,,,,,,,,,,,944392.0164,424885.1424,1900214.075,450326.2854
Cpd154,545.327,23.97,,485618.2537,,,537671.138,,,,,,,,,,,,,,,,843762.9684,385241.3982,318234.4707,1012927.182
Cpd155,203.056,3.2,,,,,,,,,,,,,,604895.8904,642671.5848,978805.4294,,924659.4495,723087.2393,56239.12884,,,,
Cpd156,284.17,3.29,,,,,,,,,,,,,,543240.7804,867634.0874,373812.3158,,875049.2775,181716.9476,,,,,
Cpd157,683.346,22.17,,,,,,,,,,,,,,,,,,,,,755615.3585,799678.7454,,
Cpd158,555.308,21.09,,734336.6821,,,659423.5053,,,,,,,,,,,,,,,,906249.8535,363407.0815,205520.5984,870362.9167
Cpd159,676.167,25.43,,734278.3598,,,413439.3787,,,,,,,,,,,,,,,,630805.1312,108879.3875,414641.8445,132575.6666
Cpd160,557.308,21.67,,1429446.167,,,1501665.437,,,,,,,,,,,,,,,,1839615.655,713700.7321,464455.2496,1559179.603
Cpd161,1044.617,21.24,695330.1205,763231.7834,660717.8509,727831.0742,816563.0737,720808.2515,,,,,,,,,,,,,,,851155.9173,913897.3198,831063.2826,878545.2343
Cpd162,430.307,24.15,399687.6541,728193.232,427164.7519,182656.9183,405735.7047,147341.5796,,,,,,,,,,,,,,,653493.8919,851975.1116,756686.0874,577937.3113
Cpd163,465.32,26.25,94388.34322,164925.7533,117999.67,105407.3295,160584.7772,81256.07269,,,,,,,,,,,,,,,242752.0067,248129.9493,667393.3373,711566.536
Cpd164,512.298,16.48,509026.2795,618534.3317,432667.6721,489986.9342,609692.728,409312.6634,,,39231.1081,,,,63017.1763,97972.69905,98063.41269,152826.8937,,,,,418732.5603,383175.7762,,
Cpd165,290.045,2.97,,,,,,,565376.1137,235524.3349,95446.11598,,,704869.9391,,,,,,,,,83219.00232,60965.11936,,
Cpd166,86.073,10.78,,,,,,,622143.9679,626082.7907,641154.8111,855443.9339,1015759.452,311014.6363,267327.6958,,,,,,,,,,,
Cpd167,793.867,1.96,3865.683314,2055.77198,4190.978704,88825.44876,65749.14605,73354.86375,1552.799776,2561.393676,16416.39559,460.1578452,5902.373994,14886.75763,3218.705222,498281.5295,488862.1234,583401.5598,860672.1434,294071.8587,2035194.815,459212.5364,88753.69525,125376.9874,15540.45319,29793.4388
Cpd168,1060.668,23.03,3201080.34,910507.7477,2524647.22,2123365.189,930709.1745,3449293.944,,,,,,,,,,,,,,,1680208.534,1969548.813,1056479.822,1282658.266
Cpd169,159.986,1.76,279716.8888,185256.2461,255509.9195,665067.0414,466504.5316,634828.9957,64375.96581,76862.49375,85270.33547,465576.255,393498.2982,428159.6569,281540.8322,,321782.4847,,295915.6749,,,,742585.0423,680341.9711,339106.086,358903.128
Cpd170,666.138,25.23,,572278.7363,,,570578.8,,,,,,,,,,,,,,,,180444.0699,,286876.2091,110212.8908
Cpd171,666.348,11.5,790263.8193,550649.8822,726022.764,826358.8354,533331.4244,734494.827,485619.5261,515392.6069,525079.259,,,,,350047.2124,417523.936,622852.9152,,,,,,,,
Cpd172,565.837,1.74,283913.8197,243993.8002,280083.3788,196574.9297,174287.806,184032.3132,,,,415055.692,277136.616,369558.5095,128183.3707,,,,,,,,578263.8248,617340.8706,652810.4166,683184.4833
Cpd173,710.375,11.67,813754.2148,606258.8574,772574.3166,850820.1907,576412.8716,767570.071,552717.3859,544619.1187,544142.8443,,,,,382864.3083,461202.6378,720848.5676,,,,29571.03839,37274.5705,71236.34841,,
Cpd174,240.1,17.54,,,,,,,,,,,,,,527421.6844,607348.888,609553.713,238407.4933,974713.4683,115947.0606,77051.67717,77692.38707,83292.50911,,
Cpd175,557.325,23.19,,4022955.53,,,4212323.966,,,,,,,,,,,,,,,,5388734.616,1685574.326,1120528.403,3677561.759
Cpd176,268.133,20.11,,,,,,,,20564.69663,46642.53042,29957.54017,41701.72722,,37416.41855,232748.0508,356733.6157,216844.6566,466670.7023,438479.252,160407.5442,57326.62958,678237.4786,688125.1374,,
Cpd177,741.298,11.61,52643.63525,49951.4619,61035.04816,,,,371219.2273,414525.8734,447354.0144,603823.1132,752989.9078,480564.7898,27091.67251,36064.31816,66535.76115,43840.25074,,89421.59887,46301.272,,450418.8787,464540.9178,,
Cpd178,1092.731,25.13,168595.8002,176031.264,152763.1232,73163.20482,152333.2148,,,,,,,,,,,,,,,,328049.0289,372198.1069,639427.8095,672308.1418
Cpd179,754.401,11.81,781024.9842,569596.9809,722861.0917,816624.6374,550516.1408,780135.5527,532631.7276,551295.8784,518785.0193,,,,,381383.8897,467531.5604,689737.1305,,,,,57282.92718,100144.1997,,
Cpd180,595.384,26.14,255229.2334,339584.0691,189494.9179,187500.1203,273727.7598,167372.0535,,,,,,,,,,,,,,,547239.8889,659831.6578,866497.157,821955.9643
Cpd181,217.935,2.52,,,,,,,,68030.53352,131966.5824,63976.54743,121821.3126,131157.8324,,,,,,,,,570838.2019,693522.9798,,
Cpd182,549.859,1.71,264610.065,201267.0366,239311.0979,200418.3743,168434.9359,183346.858,,,,325795.0501,214190.9696,264796.1422,100206.5479,,,,,,,,541708.1228,559544.1123,488118.7147,525072.4507
Cpd183,1048.703,23.34,370762.9782,684083.9865,306088.6883,380053.8604,601818.7933,362776.2326,,,,,,,,,,,,,,,678834.837,857001.9309,814187.9226,941293.5821
Cpd184,503.301,22.14,444304.5726,483392.5427,431094.2985,347399.0092,469921.3224,245843.0624,,,,,,,,,,,,,,,405133.9425,432855.5049,531040.1761,562075.3087
Cpd185,557.332,16.87,427701.5299,465972.2652,437724.708,330313.6464,416511.3322,302321.3878,,,,,,,,,,,,,,,421024.8016,621717.4939,428600.4752,443978.1363
Cpd186,384.13,3.54,,,,,,,,,,,,,,124252.3013,105322.0117,572476.9012,,283266.2321,253513.4481,,,,,
Cpd187,453.285,21.8,230770.6912,350122.0978,223311.7184,122672.3255,319787.0672,,,,,,,,,,,,,,,,337644.3271,352587.6226,487236.1856,431259.408
Cpd188,485.29,18.82,,416531.0442,,,371180.423,,,,,,,,,,,,,,41477.89542,,535118.1303,191610.2747,,
Cpd189,527.322,20.87,331453.2869,390985.2515,319222.9076,225827.581,344446.1504,133097.2927,,,,,,,,,,,,,,,390575.7132,465115.6921,509102.0926,454339.5885
Cpd190,798.427,11.94,688465.2468,500913.2868,622897.8059,715333.4329,502548.8683,702565.1226,439705.3119,461580.3637,472096.0107,,,,53652.32561,331641.3084,392339.9824,577555.9073,,,,43459.39182,70693.82365,126546.5402,,
Cpd191,661.405,11.05,541107.9376,564748.1613,459299.2262,571371.7971,516765.889,498883.1613,341033.6419,383214.17,355347.2233,,,,,122379.0037,189559.9383,384157.9856,,,56504.97251,,,,,
Cpd192,1637.632,10.46,191378.5202,202724.5809,217584.1753,51058.95537,60516.86784,41612.29159,325382.5147,365990.2107,372109.2313,514337.7668,670972.3917,456729.2644,73212.28121,109241.2382,112350.9319,171785.3105,42217.7185,242260.3635,165546.5654,27386.58998,517477.8294,395575.1254,,
Cpd193,486.18,31.24,,,,,,,,,,,,,,,,,,,,,156541.0292,366489.1696,811294.1195,409334.7103
Cpd194,531.292,20.65,,427138.034,,,412791.8817,,,,,,,,,,,,,,,,652317.1694,250928.3197,145972.4433,483492.5711
Cpd195,540.257,13.9,371018.1555,462767.2393,337496.8987,198331.3175,277946.9451,141140.0245,,,,,,,,37114.75896,34383.94731,61987.16685,,29281.63754,,,119761.7034,110772.7601,,
Cpd196,661.404,11.38,638135.6441,352086.3227,629412.1482,680992.6253,331490.2531,653128.4493,395105.6542,410812.0652,386582.7551,,,,,199367.2846,231864.2437,428458.3451,,,134663.4076,,,,,
Cpd197,505.276,19.96,,353342.9329,,,301630.3383,,,,,,,,,,,,,,,,525810.5293,213061.4609,117337.9216,325147.2425
Cpd198,944.348,3.54,,,,,,,1162618.716,1843861.623,1857099.652,1441703.992,2104860.686,438161.9339,,,,,,,,,,,,
Cpd199,294.183,19.97,427611.5213,520054.3837,238544.6391,227393.3666,495729.3279,368543.0331,,,,,,,,313602.8701,369356.4264,353063.7091,,62335.83397,17355.06651,17920.27947,305266.2168,470623.4234,,
Cpd200,622.322,11.33,621625.0878,436720.7854,566321.1516,679206.2372,439202.981,613124.9188,392681.9936,405051.5103,383905.9629,,,,,256850.0247,285955.2865,449127.1579,,,,,,,,
Cpd201,577.289,3.52,,,,,,,,,,,,,,169476.9348,203908.716,461977.1277,,388103.7919,103281.536,,,,,
Cpd202,978.569,21.31,398525.5657,463179.9719,349845.2393,334505.1735,509325.0536,227696.0659,,,,,,,,,,,,,,,492181.469,501729.2562,485077.6423,545060.687
Cpd203,945.592,22.08,317833.2618,565766.1692,324868.5789,176248.223,365679.0424,158464.2748,,,,,,,,,,,,,,,420959.8597,385520.3917,228050.3456,249511.5106
Cpd204,284.089,11.57,,,,,,,214614.3086,238228.5597,269270.9145,468815.6145,546171.7436,290685.0746,325012.938,,,,,,,,85274.41942,76454.67551,,
Cpd205,444.264,18.42,,341053.7812,,,366654.9795,,,,,,,,,,,,,,76053.13385,,433170.9077,199547.0022,,
Cpd206,883.54,11.6,1813927.65,1248600.224,1661112.64,1803773.281,1182766.26,1650293.539,1192205.764,1262686.47,1216843.232,,,,,681633.6652,789781.0932,1390433.244,,,745562.2189,,87554.51498,134390.2161,,
Cpd207,539.321,20.52,346464.8649,399742.8667,365185.507,252295.9724,436762.6924,,,,,,,,,,,,,,,,450433.6053,528198.4283,522393.0113,424524.137
Cpd208,920.422,11.27,117990.5035,87689.88185,172446.6708,29732.61961,34337.70828,35057.65681,194791.7567,372926.9417,379556.4697,102145.1387,155417.3147,86487.32905,76145.67675,57900.57821,147987.7073,113989.9797,17112.93201,135068.5633,43378.92484,,137645.9581,139713.8104,,
Cpd209,861.853,1.97,,,,58111.94061,44665.61994,44593.62652,,,8890.182635,,4376.025105,9400.218366,,382660.7452,367623.0843,436238.2666,686405.113,208073.2056,526654.1466,337481.4392,61819.76361,88275.48381,9816.53231,21051.31397
Cpd210,1000.648,22.93,235262.3373,473168.8586,225174.1039,211644.2799,466935.7233,241452.9117,,,,,,,,,,,,,,,439608.3407,435224.7114,523868.239,592510.4392
Cpd211,772.472,11.23,606737.7044,582698.7808,550724.7625,631896.4425,1137650.567,503071.3136,343323.4194,359982.9638,354206.5665,,,,,175577.0736,208581.4964,379668.134,,,114557.0418,,,122630.1637,,
Cpd212,561.338,25.1,,228361.6551,,,167114.2984,,,,,,,,,,,,,,,,375661.6841,130603.0252,132816.6269,401746.9375
Cpd213,553.337,21.94,344321.5753,424524.7447,320361.9848,279605.0567,425527.2694,291250.7933,,,,,,,,,,,,,,,416569.6078,446167.62,463157.1495,478455.4517
Cpd214,1330.529,11.26,105786.7014,126296.1582,116487.0055,25322.22822,35979.35943,31748.75298,211589.9499,223877.5455,196969.6237,477352.229,464983.796,308013.3529,56383.51025,215713.5273,254331.3845,278681.0013,,409872.8744,215616.3994,,427961.8238,411702.7872,,
Cpd215,1060.669,22.7,836633.1216,114662.0779,1190372.262,887502.5805,153118.0129,864116.5304,,,,,,,,,,,,,,,251999.1791,381021.6272,128733.78,115858.0302
Cpd216,466.257,17.27,375524.6913,565122.9467,355100.4719,346484.7429,532269.6246,291147.163,,,,,,,,65410.00097,76333.89434,121004.1507,,,,,348432.9755,343413.1751,,
Cpd217,842.453,12.07,503519.768,421676.3257,494419.2108,572418.3184,418906.4196,563804.6533,367578.3214,391150.0025,372112.1865,,,,54712.22355,254920.3627,306487.8665,467219.6796,,,,39140.28976,86063.09627,153949.7165,,
Cpd218,505.316,21.54,1314086.309,1245624.951,1195366.46,1103574.498,1343602.111,1076031.286,,,,,,,,,,,,,,,1465873.509,1267471.436,1071929.326,1371829.701
Cpd219,980.607,20.06,382575.5058,391228.7977,371988.6538,239810.0273,322487.912,161477.1255,,,,,,,,,,,,,,,355022.568,471065.1644,347158.7014,364432.1048
Cpd220,911.623,21.87,492114.3439,489715.356,538577.2759,256229.7084,346566.8646,239600.5678,,,,,,,,,,,,,,,207508.6617,276291.5984,,
Cpd221,846.548,20.06,427236.5576,254553.6773,423314.7584,248723.8759,401165.2433,185710.2329,,,,,,,,,,,,,,,235421.1163,310124.2254,307093.7241,511836.6231
Cpd222,463.305,23.75,192957.3136,263281.3575,186286.9652,136092.5738,256229.1914,146878.2973,,,,,,,,,,,,,,,162040.4534,199981.3512,443512.7554,455646.2496
Cpd223,1032.637,20.76,447274.5529,383209.1604,413942.5553,282130.8173,334718.1185,248471.5716,,,,,,,,,,,,,,,365416.2187,483770.9226,369976.8777,420007.0511
Cpd224,453.285,20.04,235773.6588,331984.1081,185118.3106,166046.4481,292852.5887,210174.7017,,,,,,,,,,,,,,,343355.0495,362517.723,248058.717,300315.4851
Cpd225,437.29,23.09,312224.7079,380929.4724,298630.5482,216355.0858,379792.2946,234855.0928,,,,,,,,,,,,,,,216834.4292,298202.1994,531831.325,605274.9914
Cpd226,1361.571,12.2,111993.9863,108767.9157,106821.8616,20845.40822,32605.36763,12333.84266,199289.7462,215949.6853,224469.5409,280721.1378,414204.5201,294405.9627,34200.73231,17851.9361,20892.57959,24878.43976,8853.250333,41103.70549,,,367490.7764,402790.3708,,
Cpd227,602.126,25.08,,504113.8843,,,448011.8535,,,,,,,,,,,,,,,,218046.5738,45126.89999,286940.9129,172885.6736
Cpd228,578.296,11.13,332685.109,251998.3982,309980.2735,390165.9077,261030.6641,345510.3541,179714.805,211772.7789,196050.6029,,,,,115571.5273,140284.2111,196426.8072,,,,,,,,
Cpd229,542.272,13.61,327494.1639,314973.8921,238532.6709,65567.46256,120721.9483,51262.13317,,,,,,,,,,,,,,,64317.76819,55941.38887,,
Cpd230,417.184,3.21,,,,,,,242095.4624,204892.7889,250397.982,305960.3516,335220.8995,18535.67368,24791.63602,20007.36436,110865.3764,214936.4565,,275673.5059,304002.2672,,186964.4394,273129.9803,,
Cpd231,320.235,24.75,307778.2957,363802.1136,289554.3303,266513.5383,343360.8974,240027.0216,,,,,,,,,,,,,,,248572.1129,262180.0398,273773.5073,104549.2784
Cpd232,1046.646,21.21,358535.7969,344548.0675,307618.8572,233892.6142,338298.1579,376903.5765,,,,,,,,,,,,,,,378703.708,450020.7404,375368.9442,399260.1477
Cpd233,762.444,11.35,110341.5641,611681.6382,135172.2667,151990.1153,624948.3291,242501.4128,,,,,,,,,,,,,,,,,,
Cpd234,920.609,19.04,261659.3536,395830.3035,245042.1687,144464.8204,323727.0163,99538.4245,,,,,,,,5833.462762,11126.3885,9384.931312,,,22921.84481,,301349.2221,265541.0054,,
Cpd235,676.229,2.5,,,,,,,84125.53554,138177.2129,130752.0224,100618.3437,154290.4658,129025.2258,,,,,,,,,237543.9422,305455.4342,,
Cpd236,740.765,11.84,,,,,,,99997.60252,84104.75236,114678.4644,428048.6685,446677.7401,288438.4884,,,,,,,,,,,,
Cpd237,994.608,11.69,1719248.351,1203530.386,1610328.311,1741077.906,1099368.256,1534913.345,1176145.185,1237327.883,1221636.007,,,,,678424.4584,832005.1428,1341658.167,,,856011.8564,,76874.45474,134086.4698,,
Cpd238,679.817,1.7,125537.2773,102590.6011,119808.1751,90847.95969,73566.59082,78200.71116,,,,147242.5131,80911.74213,120385.448,24770.1729,,,,,,,,250394.9108,266777.0674,271553.2567,277292.3307
Cpd239,615.352,22.09,269598.0681,395206.54,264726.9476,348179.3368,364690.8613,326270.8309,,,,,,,,,,,,,,,365843.0007,363460.2059,424825.0548,417530.5399
Cpd240,700.346,11.66,68516.8122,353137.9415,87501.87653,73280.35403,347939.3762,122753.852,63671.25657,87579.46162,97349.42656,,,,34291.3779,35649.8994,37600.83812,44116.79268,,,,,60593.2584,34640.00417,,
Cpd241,503.278,19.64,87110.98323,173385.3415,,,148950.7696,,,,,,,,,,,,,,,,283695.0362,100032.6952,62363.60504,166143.4946
Cpd242,650.291,10.56,,,,,,,311245.1826,302935.1223,315878.7329,285174.7106,318836.5016,362960.6275,44037.35889,99452.37752,116684.1273,110056.2178,,121606.7881,56333.09843,,320386.6753,148614.0718,,
Cpd243,886.479,12.18,376507.8501,333283.8759,365081.6707,431246.2083,319951.4756,423784.2854,303743.9192,310422.9199,302529.5471,,,12679.54987,41961.60686,204586.312,250768.847,355352.1312,,,,34101.7945,90939.06405,149267.5332,,
Cpd244,744.372,11.79,56501.54777,323962.3289,70749.00389,62839.70411,328860.99,110780.2595,56742.42861,66761.34566,77654.72085,,,,49851.56864,28758.92153,33698.53995,37969.83484,,,,,83865.85656,42423.26157,,
Cpd245,656.319,11.5,73043.04311,337272.2399,94912.82325,81073.37614,326539.0402,130407.8883,71446.51495,86178.68593,96174.19885,,,,18344.83494,38363.62889,47261.64014,59556.75499,,,,,35091.82767,21771.78163,,
Cpd246,1071.446,11.1,132827.4613,153459.7106,143295.2655,22110.71694,51199.69212,20560.32951,242741.3259,249770.1931,180938.7461,410397.9349,452254.9702,295321.5348,91230.70211,189312.639,248234.4781,214933.4008,17251.38739,317249.5518,218640.5175,,353268.909,348341.364,,
Cpd247,479.301,22.46,166833.4704,202292.1892,150782.6501,131420.3065,148210.7221,,,,,,,,,,,,,,,,103413.6495,110177.5371,190116.7624,225964.3041
Cpd248,527.305,21.82,195081.5428,298288.4058,239351.6331,121891.9951,269220.6335,158768.7995,,,,,,,,,,,,,,,211771.4723,279833.2757,306273.734,342878.1847
Cpd249,464.291,2.08,,,,,,,269073.402,148630.2935,136191.4238,385339.5702,181973.4421,392206.1026,48639.58802,,,,,,,,63908.61078,36100.23553,203575.7031,
Cpd250,526.277,14.33,173230.5723,235901.9337,176610.4495,58255.09922,112886.1301,81787.64693,,,,,,,,22664.63273,19334.13216,39636.44219,,26295.05053,,,79795.95418,98595.79638,,
Cpd251,408.215,15.19,195166.1253,180162.3467,173245.8111,198587.3,173372.5793,165408.1855,,,,,,,,198886.0812,242694.1955,277487.4473,160174.9661,162262.4768,45451.63194,,291840.6912,402487.6102,237314.3921,211705.2551
Cpd252,772.472,11.23,606737.7044,583060.4042,550724.7625,631896.4425,1137650.567,503071.3136,433110.6347,403695.7236,331234.873,,,,,143865.9762,209906.4007,413526.7794,,,121219.3945,,,,,
Cpd253,466.293,24.5,75573.28811,209522.1094,68314.80414,36353.79016,164531.7387,,,,,,,,,,,,,,,,263859.0734,191704.5894,263897.8103,319551.8425
Cpd254,1379.583,11.02,93879.49967,94850.18423,88013.87768,,,,173258.5646,183420.6121,160652.4261,230700.6976,288642.5026,232020.4511,,78862.68195,97489.03745,144738.3362,,126079.2218,44328.08608,,187007.7836,210306.2878,,
Cpd255,1434.545,15.97,110895.0656,199398.4051,111103.9759,53422.03413,109882.1428,42912.03609,,,,,,,,,,,,,,,,,214891.6731,223560.4564
Cpd256,499.271,20.21,190868.9721,,183719.292,192652.9209,,175139.9019,,,,,,,,,,,,,,,181473.3852,216240.3152,190501.9617,193168.2385
Cpd257,534.27,10.92,219735.3617,154379.9163,207017.2492,245006.6604,150248.7599,217807.2921,131302.7827,128914.728,127039.3629,,,,,46474.75757,72591.01652,95082.17015,,,,,,,,
Cpd258,404.147,17.57,225597.9246,188435.4402,214304.1566,230513.5968,191233.7469,225070.1925,,,,,,,,61216.78073,79638.20143,119302.274,,,,,166323.602,275226.9812,170626.215,198968.3612
Cpd259,581.324,22.27,,81155.5732,,,187070.164,,,,,,,,,,,,,,,,184312.1536,45179.94208,41567.83785,115513.9587
Cpd260,930.505,12.3,271114.7325,227482.6942,259119.4157,301481.655,231424.0367,303319.1174,225362.1674,230774.0409,213427.7575,,,21252.63911,27498.52045,154095.6456,175812.9277,264348.1669,,6236.205612,8469.109018,21605.97369,82647.00232,131401.0832,,3984.109209
