Compound name,Mass,RT,C18,1C18-Ani,1C18-Cat,C8,1C8-Ani,1C8-Cat,Ani1,Ani2,Ani3,2C18-Ani,2C8-Ani,2GP-Ani,2SH-Ani,Cat1,Cat2,Cat3,2C18-Cat,2C8-Cat,2GP-Cat,2SH-Cat,1SH-Ani,1SH-Cat,1GP-Ani,1GP-Cat
Cpd269,383.252,14.08,408604.6667,1034101.483,1163819.883,501745.9268,677508.1788,602906.6572,1171997.157,959558.6646,709260.4806,,,218688.0294,218269.8107,2028917.975,1029802.67,635301.4957,,,32127.45155,100952.7679,,,,
Cpd270,640.293,29.34,573138.3934,802749.0221,475539.9243,550533.4147,780775.5791,781149.3787,,,,,,,,,,,,,,,1286227.615,1100782.349,1453246.026,868529.1675
Cpd271,341.257,17.47,175221.0156,239266.519,324774.8624,158872.9496,209199.5275,158990.5312,,,,,,,,,,,,,,,295840.1004,235021.7853,187840.8614,211440.8472
Cpd272,341.258,17.66,162684.3374,366396.0427,393185.6611,212442.5265,255982.1543,161341.9038,,,,,,,,,,,,,,,344215.7356,422609.0261,549584.1272,403351.851
Cpd273,370.22,9.76,1121758.643,1323120.305,1261895.596,482613.4074,554840.2655,572644.0787,659507.3624,658063.6831,676853.2339,,605652.2544,,37524.89174,1008633.975,1162827.228,916612.7659,26071.00769,431540.4141,191107.1533,149031.6613,,,,
Cpd274,598.3,11.79,716072.5116,568203.4768,460185.7891,523855.862,509352.2157,653402.2905,389811.2067,376100.5573,507144.8281,,,,,172981.1441,198922.2526,165952.2959,,,,,,,,
Cpd275,280.107,8.57,,713040.4688,717407.7758,,,,636869.2983,1158144.348,1411592.298,524261.6991,1209023.079,152433.2665,376626.4513,,703534.222,264240.729,408027.6661,,184310.4743,78278.99823,,,,
Cpd276,877.474,31.74,591922.9659,601848.5197,815324.8643,592908.1416,1198578.085,1126961.014,,,,,,,,,,,,,2479.36067,,2734485.69,2534551.805,2755758.921,2447247.084
Cpd277,479.799,13.01,305614.0148,568162.4536,514648.1237,293409.5178,461365.8922,450993.6025,516663.3898,367939.6508,389497.0402,,,,,1048630.77,490917.5449,487600.223,746001.7712,652732.4542,302587.5603,184901.4782,369628.2741,447591.4864,142418.0966,606401.8113
Cpd278,473.319,13.61,277471.3175,203389.3746,467504.4967,261135.4463,369067.3251,507393.6856,,436601.8311,529734.0599,,,35517.30586,66774.2259,1209750.477,762542.1883,553676.2795,,,27447.99046,45907.86445,10992.04673,22450.48121,,
Cpd279,819.528,11.82,1147349.409,,,1188757.812,367085.6766,494407.4279,,372456.4856,1130885.115,283373.4353,,,,,476985.3261,788510.8024,443874.1229,52546.05899,,,,,,
Cpd280,689.353,29.92,789857.4796,777575.8841,448358.6845,758260.0382,1014606.423,1138782.524,,,,,,,,,,,,,,,1689291.813,1557415.996,1682077.92,1410146.818
Cpd281,417.186,3.09,,,,,,,619896.976,939916.2645,764925.6189,189280.0743,377432.3518,56591.94211,142163.9923,,41822.41154,,1310378.004,,774619.9968,68597.99484,,3592.642253,,
Cpd282,686.431,12.55,1096137.443,223374.571,140108.4338,1341190.84,1232361.626,1362451.717,959109.8604,779793.9494,612771.4786,719774.9297,179447.6692,528231.8551,417263.0576,1285880.707,998894.7152,665542.287,936471.7389,602245.7312,1101364.996,306294.5467,444595.1645,581851.6767,81551.41604,455164.308
Cpd283,634.377,11.54,1120198.37,1322015.041,1049671.509,1060027.303,995877.5361,1073714.902,645924.7152,857154.3014,1058814.451,,,,,920501.0983,892135.4664,1003862.502,,,,56399.6517,,,,
Cpd284,228.147,3.09,,,,,,,,,,,,,,124915.9535,1902537.343,2424648.651,4159035.351,86799.3579,2866993.117,704624.6479,,,,
Cpd285,328.243,16.28,60103.67514,117954.6496,109998.1172,918515.6788,1265789.614,86668.70328,,75183.02444,67304.00751,,,,,,,,,,,,94279.88689,78946.06674,85775.13522,75998.13356
Cpd286,872.051,12.49,218711.7811,90234.01606,82927.53787,304749.7652,485588.3593,461752.9091,1235042.3,829642.8722,657052.3544,828059.4833,138151.0594,275404.3978,286269.1481,1129428.586,934779.351,586954.7303,935484.6847,229751.2105,890037.6013,129602.4403,150061.2028,160422.4583,,95104.07028
Cpd287,605.399,14.13,92212.97786,314331.1104,328722.9195,130202.4176,170601.7454,168540.9616,194497.2076,211123.6936,198457.2251,,,184403.3359,154923.862,1083552.028,424633.696,302430.8891,,,44865.15736,87777.76628,70482.11535,49725.37709,,
Cpd288,339.204,11.74,619910.8189,664019.8465,534568.5414,441948.0257,542963.2278,640732.4109,467237.8797,487951.9636,599535.425,,,,,419069.7297,464451.3979,509538.4144,,,,9230.193789,13610.6373,18050.2859,,
Cpd289,744.29,29.28,530540.2606,680738.5326,377499.6399,546236.6034,693484.0656,666465.7857,,,,,,,,,,,,,,,1120811.723,796141.8091,1218101.415,668191.9992
Cpd290,449.314,19.8,619704.4411,1072362.572,872287.5424,406988.4543,842108.3232,382048.6119,,,,,,,,69359.42148,56988.33797,46418.00572,,,82875.04352,,533853.7511,531509.9125,,
Cpd291,584.264,16.12,804984.3917,862880.4397,488832.9499,224567.3069,235434.7187,174077.0718,,137836.3415,136859.4844,59981.17938,115671.8516,,162784.416,,,,,168683.9946,,46424.69808,,19902.43921,38994.21114,
Cpd292,326.194,9.21,680837.9259,1301645.993,1255133.77,146476.8624,118544.5331,142709.1136,70662.66547,112568.604,93548.18691,35843.06887,731477.8246,,,1134636.06,983594.429,782039.6687,62831.79679,414336.6417,231267.3065,134212.4627,,,,
Cpd293,828.472,15.16,539700.7986,,,,960963.3489,,,,,,,,,532436.5855,533682.199,,1153.868077,,,17454.23634,,,,
Cpd294,575.363,12.46,822129.1631,267789.3581,,951170.1357,910756.5767,1037824.518,1084547.325,751312.8708,654242.576,803382.7954,,171099.6145,185109.9718,1001490.236,873032.7458,506629.8872,851166.8582,173447.1772,820964.1879,,107844.4081,190644.9184,,
Cpd295,825.476,25.77,,514816.2537,557153.5947,757309.9491,624101.6895,555892.9379,,,,,,,,,,,,,,,,925851.9588,1003123.005,783635.9047
Cpd296,507.37,27.56,,,94774.24745,236566.5989,246640.1479,227781.1656,,,,,,,,,,,,,,,826007.1611,1161160.203,1676074.271,1127121.246
Cpd297,397.319,20.23,600479.484,1014120.612,891233.8812,493177.7685,612231.1467,595817.6964,,,,,,,,,,,,,,,892806.3704,747418.4805,916284.0099,635875.6763
Cpd298,432.234,14.29,496454.8956,722714.9613,603754.6575,512724.9219,685612.0079,600782.2951,227303.9238,445711.276,426940.8853,,,305534.0441,341667.568,308060.2881,328880.807,213106.1809,,,29636.92382,67776.8378,35091.82418,39913.45612,,
Cpd299,862.47,12.44,1050681.665,103361.7244,81918.64125,785603.2993,28058.65803,29329.26169,,,875706.1264,8888.702157,47683.34571,,,,,,,,,,,66464.64872,,79098.93766
Cpd300,693.397,26.15,502569.5096,598039.6439,669792.24,454659.2728,651059.4146,673836.3741,,,,,,,,,,,,,,,851973.9806,721028.7859,1007307.215,629133.5678
Cpd301,554.273,11.59,598532.7192,527798.341,399956.8197,424124.339,408560.7654,509773.3631,368396.6799,359925.826,451133.1791,,,,,135811.3326,131973.3836,117257.8778,,,,,,,,
Cpd302,695.305,29.37,421486.5694,686866.5003,679358.51,389519.3547,828510.8577,728374.6959,,,,,,,,9848.413456,,,,,,,1050895.2,863827.8451,1090023.101,873694.7546
Cpd303,781.45,25.91,,709117.5933,679941.5135,,733543.6008,616763.7885,,,1117.409739,,,,,,,,,,,,,921713.1379,900535.0786,923647.9777
Cpd304,313.226,15.54,278009.1642,674705.8331,819596.7197,478610.1873,651716.1674,371492.1789,641957.8572,884538.8816,919157.0769,,,,,,,,,,,22182.83904,667004.7796,469174.5845,346186.9061,287809.6505
Cpd305,481.318,25.41,645972.8755,1328720.199,1036928.152,1228525.055,1714167.435,1776381.122,,,,,,,,,150820.0563,86249.66188,,,,,6154450.982,5057950.319,6700904.733,4781647.838
Cpd306,148.038,3.03,,,,,,,,,,,,,,,,,,,,,488859.0505,761739.3127,67812.20075,385026.7083
Cpd307,737.423,26.02,609294.1298,677758.9983,634667.7361,475396.8619,600735.0729,556367.9076,,,,,,,,,,,,,,,884611.2927,830809.7031,751172.403,655124.5094
Cpd308,336.188,12.28,634521.9041,600962.5224,488648.3166,475818.1113,478587.4609,582533.9943,106508.6638,201566.0388,268040.8705,,,,,96240.21501,100693.0488,200696.7409,,,,,,,,
Cpd309,355.271,17.97,346551.9776,616176.1104,536534.7987,401693.4664,365487.8269,497221.8644,,,,,,,,,,,,,,,544139.3393,450493.8706,596280.2447,484817.5891
Cpd310,856.323,12.23,,,714655.5316,,31749.33213,24473.21565,,450655.9569,463081.6664,27953.0694,891456.3597,735260.6565,1113531.883,9157.608621,191332.8211,,9744.743292,,144641.2202,31798.19274,,,,
Cpd311,317.192,15.1,604789.4873,619052.1757,375853.8393,417436.6365,508764.3911,430998.2536,,,,,,,,105604.6853,153105.6432,180165.7488,102711.4423,90809.19037,,,519445.0775,451695.4153,636798.3388,617217.2352
Cpd312,678.405,11.74,976820.5778,1063987.792,950269.385,820033.8409,866385.8651,1035278.885,786647.2398,841476.0262,950100.2243,,,,,1196039.312,1223777.264,1184244.78,,,31300.50685,,,,,
Cpd313,796.517,15.21,,,,,225840.6305,298671.9269,,,,,,2093.798375,,1118906.149,647723.4111,,,,14173.06114,57102.4464,,,,114265.2214
Cpd314,613.476,27.18,252512.2246,571408.4098,403483.441,170939.5825,434293.946,456232.2712,778419.6927,395835.2328,390855.3864,265101.92,294764.6361,340116.7014,582440.3349,594395.5236,519931.4045,389184.6946,316852.4874,345795.3871,534667.9056,410119.6961,393251.6351,369465.5331,1166166.596,1263310.7
Cpd315,649.371,26.31,449717.801,565854.4168,635240.8398,399168.0734,463366.0888,456401.0758,,,,,,,,,,,,,,,895570.6392,538192.3893,1093906.828,652884.5425
Cpd316,430.308,24.31,190053.1374,238726.6061,140475.3933,161273.6235,265634.7362,182404.3915,,,,,,,,,,,,,,,873504.5692,574974.6751,555483.2201,348903.2129
Cpd317,649.426,14.22,143481.3468,492243.1586,518595.0251,175250.7517,274356.2907,142347.0716,124001.7586,313157.9022,178401.6851,,,364705.4864,266308.8523,1157258.954,597747.6809,480750.1096,,,133232.0313,149976.1075,132848.7708,107976.9498,,
Cpd318,429.293,13.39,288335.7821,389888.1315,495842.9244,293766.9468,412523.0299,494620.627,,519491.7759,449224.0452,,,20747.63543,37563.49912,824834.4263,566041.2889,453332.4744,,,15344.37167,31908.82959,,,,
Cpd319,447.299,17.11,286811.3192,731647.4533,690874.089,336199.8177,550803.1309,485262.9124,,,,,,,158244.0828,114434.4909,171835.3956,125028.8308,17469.3281,,56241.0735,140263.1562,371469.1433,343181.6628,,
Cpd320,869.498,25.6,799184.0072,1344394.196,1389183.138,816552.2533,1276443.439,1366569.248,,,,,,,,,,,,,,,1752810.868,1560378.136,1821671.96,1519839.412
Cpd321,722.433,11.89,1009586.922,977683.1855,916545.398,757661.107,751790.4891,914145.8286,688462.4824,732829.9901,834883.8233,,,,,1095802.544,1094357.256,1124886.274,,,,,,,,
Cpd322,282.168,8.35,75085.60321,1082851.291,962130.5291,,,,,,,,,,,709422.0896,840544.9919,811610.093,207566.1468,178309.3448,145981.2063,,,,,
Cpd323,700.261,29.38,412162.622,544091.2545,294284.637,437244.0016,572657.9877,555096.0596,,,,,,,,,,,,,,,880080.0411,704138.2822,950388.835,580388.103
Cpd324,571.364,23.87,251932.021,417309.8898,355902.9737,270237.7901,504550.1647,361509.823,,,,,,,,,,,,,,,549742.6454,583263.3056,673980.6218,560961.3007
Cpd325,102.032,2.46,,,,,,,,,,,,,,11942.00955,955080.1944,972014.4788,795866.4228,47592.70907,1039071.128,802239.6519,,,,
Cpd326,501.286,21.51,483063.5191,415275.5548,502263.9198,258941.2223,496534.4305,407091.5672,,,,,,,,,,,,,,10186.40311,592732.3788,501755.744,565202.9433,459626.4764
Cpd327,693.451,14.34,160384.7279,488003.0429,505965.1168,205545.9346,292197.7532,238863.3182,38045.02533,193397.6356,144139.6912,,,292680.7183,181474.5505,986939.6469,567497.8336,371518.4257,,,181015.5318,102306.5208,222555.0234,176946.3052,,
Cpd328,675.665,11.77,354293.029,106089.7295,124669.0286,262743.5493,135006.9688,244448.4212,84880.50059,173666.2593,242870.261,13636.36259,40592.36173,17738.64085,42421.65106,,,,,,,,,,,
Cpd329,781.434,27.84,,,,,,,,,,,,,5909.800663,,,14829.43697,,,60614.09511,7430.1937,,,,
Cpd330,457.782,12.52,602961.0687,772959.4674,721656.3093,601845.1295,702715.0362,689594.1126,770441.0952,523775.2795,431063.6333,,,,,1482401.996,1013727.072,807729.0376,,,,,133702.5223,196520.0107,,
Cpd331,540.3,11.77,685947.1691,576517.3412,465013.3137,535956.2705,457184.0307,537604.499,175188.1516,251160.3861,359424.584,,,,,109606.3362,117177.4694,166389.5554,,,,,,,,
Cpd332,830.501,12.66,,520762.6237,834212.0498,,440615.3752,455203.286,,567448.0876,,,,25590.16238,107332.7932,861520.7542,591975.6092,,8210.851395,,14801.29155,38980.37779,,38954.84424,,3505.7853
Cpd333,584.324,11.96,760906.4268,613678.0682,499376.9245,577586.4453,434528.9765,533412.9965,115993.6717,184813.7789,263450.1945,,,,,66282.92341,79600.10878,159453.3483,,,,,,,,
Cpd334,708.934,15.1,138249.8479,451752.0481,703456.2343,106750.7018,155797.9722,138581.956,,,,,,,,840328.9395,460977.0245,798916.513,491162.563,801325.9388,47138.5043,472444.0487,268151.5888,88232.64236,650076.6658,317908.6383
Cpd335,486.32,11.28,343758.6884,325940.7387,363826.887,312274.8653,326511.5335,411754.6212,901425.2117,652082.3203,535236.7076,163953.3988,33620.89875,,,46213.74429,237644.8728,326779.7112,222450.4365,34491.54914,,,,,,
Cpd336,741.297,12.04,79332.91459,791761.0925,817612.0401,23790.7764,21992.14516,25706.2259,516814.5499,590105.2805,637994.2767,31456.21158,832547.5195,490554.0526,672557.9445,8959.735081,126897.5732,61130.45408,5352.629963,7833.95047,89728.45957,64081.43309,,,,
Cpd337,712.459,11.75,144709.3375,199225.5336,305298.8702,195650.8386,200831.8113,209235.1251,388621.2631,290630.4585,292499.082,,,,,839766.6836,796989.6959,751569.4147,,,,,,,,
Cpd338,628.35,12.11,767620.8146,643206.7246,491751.7323,607942.6877,501331.4602,629591.6505,75958.50681,192344.6551,286433.9831,,,,,63840.36287,78038.32059,151611.9452,,,,,,,,
Cpd339,503.302,22.63,332816.1443,360237.6031,403080.1071,316303.139,424460.8972,363815.319,,,,,,,,,,,,,,,511618.822,460732.9095,647023.3875,398439.1019
Cpd340,510.248,11.39,389783.9175,331998.0359,278739.9465,310919.1026,287793.1406,377111.3594,232633.7062,236984.8738,271226.6692,,,,,84002.34143,79208.70316,62919.25597,10397.19829,,,,,,,
Cpd341,670.286,31.91,231558.4598,122346.12,80517.55052,194882.6087,288335.5026,264664.26,,,,,,,,,,,,,,,861034.0207,636921.256,898710.5582,750521.5672
Cpd342,785.593,22.98,169638.1248,,,,,334542.501,,,,,,43811.88022,,,,,,,,,279488.5297,,,78032.22841
Cpd343,502.299,14.72,639165.9854,513024.7777,314506.4666,512979.763,587538.5847,506560.0667,,104415.1017,108280.3943,,,89277.28894,116608.6161,58233.49697,111257.4097,136677.6608,,,37331.63399,34635.06732,339214.7036,312497.2489,313085.1506,350477.7262
Cpd344,872.497,15.3,449525.1365,764884.7334,644729.3956,518975.4117,675437.8438,623949.3194,,,,,,,,408557.2156,358098.2129,239636.8506,,,,,746804.3234,627152.3142,670178.6,604893.8034
Cpd345,716.276,15.11,155323.0107,427172.208,631353.1782,116312.7265,178050.5688,148337.0633,,,,,,,,792946.6436,390558.9551,753946.421,436598.849,701962.3792,49825.37897,435379.4176,302784.3104,97710.29364,636966.7497,379791.0389
Cpd346,689.4,12.33,379435.0295,513956.4041,759643.5179,520862.4951,471307.633,497547.5174,609057.4026,604621.5163,548871.5209,,,,47244.0241,700079.3536,633777.0842,634532.6631,,,,,,,,
Cpd347,605.345,26.48,311671.3506,432683.9088,396863.1193,296309.4278,399892.4452,395732.1263,,,,,,,,,,,,,,,768110.0335,477663.9567,823708.6943,568802.3878
Cpd348,317.189,11.54,360246.8132,351938.8677,249069.3324,309266.0376,243549.0092,288047.1536,61108.35484,113095.8865,154789.942,,,,,92381.51444,119309.2992,150380.0057,,,,,,,,
Cpd349,737.479,14.43,254876.4819,440556.8499,414141.8278,193005.3503,269818.3526,251286.858,12548.3461,95536.78068,61644.87097,,,108891.4878,87336.39972,693423.716,434030.4199,333812.5617,,,104713.0865,73494.21539,265848.186,204180.1208,147284.9442,171546.814
Cpd350,694.261,15.08,156544.7332,439221.7154,628204.8435,105298.713,156851.7242,146737.9188,,,,,,,,934260.6822,570107.732,891463.6845,507691.3938,876095.2503,41576.9843,506854.009,269658.9554,90495.1839,608245.7872,325126.1475
Cpd351,686.922,15.06,177716.9321,530888.166,766543.3927,147916.3252,206135.838,172538.7384,,,,,,,,952349.9716,613301.3738,951263.8847,552514.7228,919430.4734,47058.43447,499395.9601,333971.135,122824.529,671628.2579,375437.7777
Cpd352,458.273,14.63,636744.2201,477313.9243,286163.3783,488564.1548,545759.4664,433096.6098,45066.89978,211227.6645,233482.3003,,,225708.7393,238529.1158,65871.40194,139020.3065,114661.3908,,,45485.65003,37544.93353,151256.071,161254.7305,78745.41889,126348.3069
Cpd353,596.267,29.46,312162.4312,456365.798,242104.0255,296510.1596,441461.8778,447163.3686,,,,,,,,,,,,,,,773707.8394,621079.8693,806486.9536,555798.9493
Cpd354,587.807,1.73,178545.213,526943.5972,578682.3945,228260.4883,215046.6912,249768.1161,,,,74257.49208,239174.3337,126133.5621,280935.1891,,,,,,,,199336.7405,235251.7474,102298.0033,622157.3223
Cpd355,496.271,11.62,560503.043,502454.1841,433665.5933,490726.5963,429176.1239,498189.9004,261282.609,276857.2779,367251.0886,,,,,161410.545,157658.262,173022.1507,,,,,,,,
Cpd356,678.409,15.18,544449.3634,794464.1978,960254.8044,426016.6033,517228.1259,421274.124,,,,,,,,1111307.344,618853.0821,1021945.407,636742.4733,1096279.362,88012.72479,741630.0797,681001.2001,392894.6023,1001956.761,730986.9832
Cpd357,766.456,12.09,790553.7111,807934.3008,731190.5327,638585.8489,642230.0635,759643.7341,419596.2599,528919.4573,636859.5514,,,,,693682.1616,717492.9518,800900.4923,,,,,,33417.41491,,
Cpd358,591.312,29.44,256828.6656,452571.5079,457934.9588,235012.1019,442162.7859,448081.5563,,,,,,,,,,,,,,,679039.9777,546406.6292,763502.0662,549406.1793
Cpd359,590.353,14.95,491300.8361,433965.385,260158.4525,383968.4547,452202.0284,380410.5092,,,,,,,,26637.8743,75386.04358,109111.6746,,,,8485.814873,405840.1403,378299.9119,503403.6961,515738.4506
Cpd360,313.226,15.11,311238.1722,474665.677,485506.7642,255026.5146,422361.5258,428838.6947,,436680.5617,377131.0718,,,895547.5954,,,,,,,,,374742.0249,387315.9713,,
Cpd361,405.244,12.25,536591.2747,530647.2001,453917.0441,357017.0037,451618.4023,517883.9721,212453.648,328126.8815,395377.0726,,,,,394168.546,442394.8591,504206.1809,,,,,24463.76718,46323.65808,,
Cpd362,395.303,19.16,241910.0022,588044.2686,479617.6283,232274.3264,362210.8734,331570.0224,,,,,,,,,,,,,,,517358.7273,363773.3723,462690.6511,309280.1274
Cpd363,452.242,11.37,734373.6565,546105.8036,411685.3918,630021.5254,586817.1866,504580.8176,357365.4975,333892.0171,350075.5912,,,,,151089.8629,132350.7279,116493.128,,,,,,,28389.88093,89645.98316
Cpd364,425.314,18.99,86793.80177,532912.7859,498185.1001,214024.8348,295820.6363,242975.8073,,,,,,,,155024.1186,137220.9312,78220.42594,,,458583.7296,174485.1076,183021.1712,145907.2788,,
Cpd365,429.288,17.11,265516.3563,551758.1953,506392.5289,265151.3684,442472.318,340220.6422,,,,,,,125385.693,50495.88297,146142.83,125866.8064,17136.05401,,31963.71331,110915.9722,287582.8797,273528.7127,,
Cpd366,393.288,18.67,361539.0719,662251.0098,601027.2875,262264.5278,405092.8919,361743.7891,,,,,,,,,3245.308211,,,,,,584437.3452,506194.489,608942.4084,423838.6503
Cpd367,819.527,11.56,564759.0164,,,417670.1433,,,,,,,,,,,,788714.6122,,,,,,,,
Cpd368,546.326,14.87,606518.409,466748.8801,260608.6752,458925.9649,498774.7332,464687.8758,,,,,,,,42613.04038,93096.16026,101154.0125,,,,,438646.0665,433914.0412,506880.8326,553584.2527
Cpd369,341.258,17.23,451374.8611,1135383.276,1042998.679,453003.6294,852453.0005,772399.7714,,,,,,,,,,,,,,,980681.3915,896832.4952,835845.2874,763287.729
Cpd370,846.55,20.78,,,,,,218831.195,,,,,2844.895729,,,,,,,,,,665861.6475,589321.0434,,397971.1599
Cpd371,358.203,12.42,427881.8755,402899.2911,364644.1065,387526.1944,343436.1251,405423.3694,136379.313,178786.3314,188371.727,,,,,84156.55368,95350.45864,135089.3561,,,,,,,,
Cpd372,708.461,11.75,1204390.221,527695.8784,369369.791,1089800.685,854599.1697,1003226.786,949623.9043,657571.4305,686957.5493,381920.6258,,,,318906.4834,618337.5745,634565.9208,627831.0547,,92516.05717,,,,,
Cpd373,635.969,15.14,53188.91005,159960.6588,261800.6174,39512.86814,54574.29678,47254.15645,,,,,,,,452882.7919,247814.3628,364387.4965,251742.71,474059.7066,30783.78945,317790.0121,83957.42799,27952.46787,178003.1603,106187.3372
Cpd374,447.335,20.67,260915.5303,495226.4408,423234.1153,234387.0425,310989.3795,243856.4017,,,,,,,,,,,,,,,432454.2919,376813.2097,406169.5151,348233.8125
Cpd375,642.258,15.14,81167.78139,202669.5486,302157.9577,50071.16224,73373.26002,61036.56165,,,,,,,,447165.0387,248170.882,352372.3487,241289.1204,483060.2517,47074.45509,320833.7327,95127.17481,,245553.9539,163784.9372
Cpd376,819.528,11.76,1147242.378,,,1189105.692,,,,372456.4856,,283373.4353,,,,24817.50133,476322.7601,788510.8024,443919.4726,21973.45428,,,,,,
Cpd377,850.701,8.93,,,,,,,,,,,,,,,,,,,,,,,,
Cpd378,648.554,15.15,,177262.2385,273328.2259,,,,,,,,,,,349343.5809,190890.3667,343737.0752,231878.04,339446.8919,28196.56811,267230.7387,114129.8308,45909.99599,243358.4651,115918.2481
Cpd379,142.992,1.62,163604.5091,140410.2736,147313.5451,122319.004,153666.869,181577.1061,21124.56049,46499.27281,39140.36711,122922.2882,204738.3009,134114.3255,178166.52,,,,,,,,148420.6847,177035.4266,14345.55144,209632.433
Cpd380,667.413,15.18,138753.3722,321065.8529,369572.7624,85074.18945,138240.338,91571.15944,,,,,,,,367419.2715,206812.1581,321976.9335,249637.5097,426949.3318,37680.73886,303279.0111,177764.0612,63597.82385,308665.2743,228290.8792
Cpd381,623.39,15.11,,98663.4334,175841.7327,,,,,,,,,,,312018.7153,176517.6737,193312.5971,141105.5662,313656.0008,24600.82419,215545.8373,,,,
Cpd382,695.928,15.11,132882.9525,320557.9681,391922.2439,,,,,,,,,,,299385.4592,,,225476.7502,321151.6928,,197954.1528,185444.8716,67310.17825,356186.4781,236091.9612
Cpd383,656.234,29.49,223276.7039,291741.6803,160024.2717,249158.0908,330645.8439,304332.6597,,,,,,,,,,,,,,,494339.9219,412994.4352,533323.2717,361335.9404
Cpd384,654.838,15.17,101393.6118,273009.1482,376711.6057,65622.43904,99927.50874,83858.20553,,,,,,,,419533.5225,245942.9902,342296.1059,283326.1596,465005.9705,43134.25854,338350.5937,148183.5326,53257.5696,298113.924,193725.3613
Cpd385,462.284,9.97,414214.2497,274766.0275,393373.3663,256732.6979,270784.7693,327957.2604,700633.7182,693785.1435,697334.8092,133923.3881,356789.8775,,,,69721.69798,169333.8892,106784.4163,175309.6055,,,,,,
Cpd386,679.995,15.23,51484.77109,182746.7054,267103.1015,42671.03381,64405.23526,45891.26242,,,,,,,,291462.3689,126648.6838,301898.1448,204249.0692,341339.5484,33188.36034,267255.4512,97036.80491,24188.25816,203598.1355,110062.7111
Cpd387,673.706,15.19,52298.81527,139085.0346,194111.1787,42626.41736,34983.31214,46848.47562,,,,,,,,260757.9573,119067.65,259796.3879,212549.7409,336533.3345,26960.43788,255226.2915,93835.90856,29432.65219,199324.369,107077.162
